Title,Ingredients,Steps,Loves,URL,IMG URL
Lele Asam Manis,1/2 kg Lele Segar--180 ml air--3 sdm kecap manis--1 sdm margarine/minyak--1/2 sdt saus tiram (optional)--Bumbu halus :--6 siung bawang merah--5 siung bawang putih--4 cabe merah (bisa lebih sesuai selera)--2 buah kemiri--1 sdt garam (sesuai selera)--1/2 sdt penyedap rasa (sesuai selera)--1/2 sdt gula pasir (sesuai selera)--,"Cuci bersihbikan, lalu goreng ikan lele agak matang tapi jangan sampai renyah. Tiriskan--Sambil menunggu, haluskan semua bumbu di atas.--Panaskan wajan dengan margarin.--Masukkan bumbu halus ke dalam wajan sampai harum. Tambahkan kecap, saus tiram dan air--Setelah berbau harum, barulah ikan lele dimasukkan.--Tunggu sampai bumbu meresap serta tes rasa. Setelah air tnggal sedikit, angkat dan sajikan.. Semoga membantu..--",0,https://cookpad.com/id/resep/4473217-lele-asam-manis,https://img-global.cpcdn.com/recipes/5977c8d0828a1070/680x482cq70/lele-asam-manis-foto-resep-utama.jpg
Pempek kulit ikan tenggiri,500 gr kulit ikan tenggiri halu--200 cc air matang--1 sdt garam--1 sdt Penyedap/ kaldu jamur--1/2 sdt merica--1/2 sdt gula--60 ml santan kental--5 siung bawang putih--5 siung bawang merah--350 gr sagu tani--2 sdm terigu--100 gr sagu untuk balur--,Aduk ikan tambahkan air sedikit demi sedikit bersamaan dgn garam--Masukkan terigu bersama santan--Masukkan sagu--Balurin tangan dgn sagu bentuk adonan dgn sendok makan--Letakkan di piring yg ditabur sagu--Goreng minyak panas sampai mengembang--Dinginkan--Potong2 lalu goreng--Siap menggoyang lidah sajikan dgn cuko--,6,https://cookpad.com/id/resep/4472657-pempek-kulit-ikan-tenggiri,https://img-global.cpcdn.com/recipes/4bd6f18f1ae9bc1f/680x482cq70/pempek-kulit-ikan-tenggiri-foto-resep-utama.jpg
Tumis Tongkol Petai,2 bungkus tongkol--2 cabe gendot--2 papan petai--2 cabe rawit--2 bh cabe merah--3 bh b. Merah--3 bh b. Putih--2 lembar daun salam--Secukupnya garam--Secukupnya gula putih--,"Cuci bersih ikan tongkol, goreng sebentar--Iris b. Merah, b. Putih, cabe merah, cabe rawit, cabe gendot. Tumis--Masukan petai, tambahkan sedikit air. Masukan garam, gula pasir. Cek rasa. Sajikan--",6,https://cookpad.com/id/resep/4472513-tumis-tongkol-petai,https://img-global.cpcdn.com/recipes/1a8c23899aae072d/680x482cq70/tumis-tongkol-petai-foto-resep-utama.jpg
Ikan Patin pedas manis,500 gr ikan patin--5 siung bawang merah iris tipis--4 siung bawang putih iris tipis--1/2 bawang bombay ukuran kecil iris tipis--Cabai merah keriting (sesuai selera) iris tipis--Cabai rawit setan (sesuai selera) biarkan utuh--1 ruas lengkuas digeprek--2 lembar daun jeruk--2 sendok makan kecap--3 batang bawang daun iris tipis--,"Ikan patin yang sudah dicuci bersih, dilumuri garam kemudian digoreng setengah kering--Tumis irisan bawang merah, putih, bombay dan cabai sampai dengan harum--Masukkan ikan yang sudah digoreng sebelumnya, kemudian tambahkan sedikit air--Masukkan kecap, lengkuas, daun jeruk, garam dan gula. Koreksi rasa--Biarkan sampai dengan meresap ke dalam daging ikan, setelah benar2 meresap terakhir masukkan irisan bawang daun dan cabai rawit setan, kemudian angkat dan sajikan--",0,https://cookpad.com/id/resep/4472909-ikan-patin-pedas-manis,https://img-global.cpcdn.com/recipes/7e1b2fa2fc895690/680x482cq70/ikan-patin-pedas-manis-foto-resep-utama.jpg
Gurame tahu tauco,1 ekor gurame--1 buah tahu kotak--1 buah jeruk nipis--1 buah bawang bombay--3 siung bawang putih--1 jari jahe--3 buah cabe hijau besar buang biji--2 buah cabe merah besar--5 sdm tauco--Kecap asin--Kecap manis--Saos tiram--Minyak wijen--1 sdt Angciu--,Balurin gurame dgn jeruk nipis goreng--Goreng tahu kotak 2--Tumis bawang 2 ngan masukkan tauco--Masukkan kecap dll--Tambahkan sedikit air--Siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,https://cookpad.com/id/resep/4472819-gurame-tahu-tauco,https://img-global.cpcdn.com/recipes/3804a35fa9a2066b/680x482cq70/gurame-tahu-tauco-foto-resep-utama.jpg
Ikan Patin,"5 potong Ikan patin--1 buah Jeruk nipis--1 buah Tomat uk. sedang--3 buah Cabai hijau keriting (boleh lebih)--2 buah Cabai rawit/ cengek (boleh lebih)--1 batang serai (geprek)--1/2 ruas Lengkuas (geprek)--Bumbu-bumbu dihaluskan--8 siung Bawang merah--2 siung Bawang putih--5 buah Kemiri--1 sdt Kunyit bubuk--1 buah Cabai merah besar--Nb: Jika hoby pedas, tambahkan cabai sesuai selera masing-masing 😊--","Cuci bersih dan lumuri ikan dengan garam, perasan jeruk nipis selama 15 menit.--Potong dan iris-iris tomat, cabai merah kecil, cabai rawit hijau dan lengkuas (geprek).--Haluskan bumbu - bumbu seperti bawang merah, bawang putih, kemiri, kunyit, cabai merah besar.--Tumis bumbu-bumbu halus serta cabai, serai, lengkuas dan tomat.--Kemudian masukkan ikan patin. Aduk-aduk rata dan masukkan air 250 ml. Aduk2 tercampur smw dan diamkan hingga air menyusut (bumbu-bumbu meresap). Masukkan garam, test rasa.--Angkat dan Sajikan...😄--",4,https://cookpad.com/id/resep/4467693-ikan-patin,https://img-global.cpcdn.com/recipes/d921685d2e837a09/680x482cq70/ikan-patin-foto-resep-utama.jpg
2. Gulai Ikan Kakap Merah khas Padang,"2 ekor Ikan Kakap merah ukuran agak besar, potong 2--1/2 papan Tempe--Bumbu Halus :--10 siung Bawang merah--5 siung Bawang putih--4 cm Jahe--4 cm Kunyit--Bahan tambahan :--2 sdm Cabe giling halus--2 lbr Daun kunyit--8 lbr Daun jeruk--2 btg Sereh--4 lbr Daun salam--4 bh Asam kandis--Daun ruku ruku segenggam (bisa diganti daun kemangi)--15 butir Rawit merah--200 ml Santan kara--500 ml Air--","Tumis bumbu halus, cabe giling halus, daun kunyit, daun jeruk, daun salam, sereh dan asam kandis.--Masukkan santan cair (santan kara sebagian besar cairkan dengan air 500 ml sisanya di masukkan terakhir), daun ruku ruku dan cabe rawit.--Masukkan ikan, tempe, tunggu hingga mendidih kurang lebih 15 menit dengan api kecil.--Masukkan sisa santan kara yang masih kental, aduk2 sampai mendidih kembali.--Matikan api dan siap di sajikan.--",5,https://cookpad.com/id/resep/4472347-2-gulai-ikan-kakap-merah-khas-padang,https://img-global.cpcdn.com/recipes/1ec9cec1874f16c5/680x482cq70/2-gulai-ikan-kakap-merah-khas-padang-foto-resep-utama.jpg
Gurame crispy asam manis ala amih fatih,Bumbu ikan :--1 ekor ikan gurame fillet--1 buah jeruk nipis--1 sdt lada bubuk--1/2 sdt garam--1 siung bawang putih--1 pack tepung serbaguna pedas--1 buah telur kocok lepas--Saus :--1 buah bawang bombay iris--1 buah bawang putih iris--1 buah wortel potong sesuai selera--1 sdm saus tiram--5 sdm saus tomat--6 sdm saus sambal--secukupnya Gula--secukupnya Garam--secukupnya Lada--secukupnya Air--,"Cuci bersih ikan gurame filletnya--Campurkan sampai merata ikan dengan perasan jeruk nipis, bawang putih, garam, lada--Diamkan 15-20 menit--Siapkan mangkok berisi telur yg sudah di kocok--Siapkan tepung serbaguna--Bila ikan sudah meresap, ambil ikan tersebut celupkan ke dalam telur lalu baluri dengan tepung serbaguna.--Panaskan minyak untuk menggoreng. Masukan ikan yg sudah dilumuri tepung, goreng dengan api sedang sampai warna berubah kecoklatan--Angkat dan sisihkan dulu--Selanjutnya panaskan minyak untuk menumis.--Masukkan bawang putih, bawang bombay. Masak hingga harum--Lalu masukkan saus tiram, saus tomat, saus sambal, air secukupnya. Aduk hingga rata--Masukkan gula, garam, lada, tes rasanya apakah sudah sesuai.--Masukkan wortel hingga matang.--Aduk terus supaya tidak gosong--Bila sudah matang angkat dan taruh di mangkok.--Sajikan ikan dengan dicocol saus asam manisnya atau disiram di atas ikannya--",7,https://cookpad.com/id/resep/4472654-gurame-crispy-asam-manis-ala-amih-fatih,https://img-global.cpcdn.com/recipes/d601c33b423708cd/680x482cq70/gurame-crispy-asam-manis-ala-amih-fatih-foto-resep-utama.jpg
Balado Tongkol & Tahu,1 buah ikan tongkol sedang (iris menjadi 10 Bagian)--5 buah tahu ukuran lecil--2 lembar daun jeruk--secukupnya Gula & garam--Bumbu halus :--5 buah bawang merah--2 buah bawang putih--10 Cabe Merah--5 cabe rawit--1 buah tomat--1 buah Gula merah ukuran sedang--,"Bersihkan tongkol yang sudah di iris. Goreng sampai matang.--Potong dadu tahu (ukuran kecil), goreng hingga kering.--Tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. Masukan air secukupnya.--Masukkan tongkol & tahu yang sudah digoreng. diamkan hingga mendidih & bumbu meresap.--Sajikan dan siap dihidangkan. 😉--",1,https://cookpad.com/id/resep/4472474-balado-tongkol-tahu,https://img-global.cpcdn.com/recipes/33db4c3815aaeb02/680x482cq70/balado-tongkol-tahu-foto-resep-utama.jpg
Ikan Nila (saos pedas asam manis),1 ekor ikan nila ukuran jumbo--1 ons Selada--3 batang buncis (di potong panjang)--1 buah kentang (di bagi 4)--1/2 wortel (di potong korek api)--Bahan saos :--1 bawang bombay ukuran kecil--3 siung bawang putih--7 sdm saos sambal--5 sdm saos tomat--3 sdm saos tiram--1 sdt garam--1 sdt lada / merica bubuk--Minyak goreng--4 gelas air--,"Panas kan minyak goreng--Masukkan ikan nila sampai terendam seluruhnya--Goreng sampai kecoklatan dan matang--Angkat dan tiriskan--Rebus kentang wortel dan buncis dengan 3 gelas air dan 1/2 sdt garam--Angkat dan tiriskan rebusannya--Cara membuat saos :--Geprek dan cincang bawang putih, iris bawang bombay--Tumis bawang putih dan bawang bombay dengan sedikit minyak sampai harum--Masukkan saos tomat, saos sambal, dan saos tiram--Masukkan segelas air--Masukkan 1/2 sdt garam dan lada/merica bubuk--Masak hingga mendidih--Tata ikan dalam piring sesuai selera, letakkan ikan nila yg sudah di goreng dan siram dengan saos pedas asam manis--Selesai--",1,https://cookpad.com/id/resep/4472502-ikan-nila-saos-pedas-asam-manis,https://img-global.cpcdn.com/recipes/21fbeaa213f20c04/680x482cq70/ikan-nila-saos-pedas-asam-manis-foto-resep-utama.jpg
Bandeng presto,"3 kg bandeng,bersihkan--Bumbu halus :--3 ruas jari kunyit--5 buah bawang merah--7 buah bawang putih--1 ruas jahe--1/2 sdt ketumbar--Secukupnya garam--Bumbu cemplung--2 ruas lengkuas--2 lembar daun salam--1 batang serai--2 lembar daun jeruk--Secukupnya air--Secukupnya kocokan telur--","Susun bandeng dalam panci presto.tambahkan bumbu halus dan bumbu cemplung.tambah kan air secukupnya sampai smua ikan terendam.--Masak selama 1,5 jam.dinginkan.potong2 dan goreng dengan balutan telur--",4,https://cookpad.com/id/resep/4472365-bandeng-presto,https://img-global.cpcdn.com/recipes/094f7c17ac942044/680x482cq70/bandeng-presto-foto-resep-utama.jpg
1. Pesmol Ikan Kerapu,3 ekor ikan kerapu potong 2--Bumbu halus :--8 siung Bawang merah--4 siung Bawang putih--3 cm Jahe--3 cm Kunyit--6 butir Kemiri--Bumbu pelengkap :--6 lbr Daun jeruk--4 lbr Daun salam--1 btg Sereh--Lengkuas 3 cm (digeprek)--Cabe rawit 15 bh (sesuai selera)--1 bh Tomat kecil--1 bh Wortel kecil--2 btg Daun bawang--Jeruk nipis 1 butir (ambil airnya)--Air 100 ml (dapat ditambah jika ingin agak berkuah)--Garam--Gula--,"Bersihkan ikan kerapu, beri garam, goreng kering--Tumis bumbu halus, daun jeruk, daun salam, sereh dan lengkuas sampai harum.--Masukkan wortel dan cabe rawit masak sampai wortel dan cabe agak lunak.--Masukkan air, air jeruk nipis, garam dan gula. Masak sampai mendidih.--Masukkan ikan yang sudah di goreng.--Masak sampai air agak menyusut, masukkan tomat dan daun bawang. Masak sebentar.
Angkat dan sajikan 😉--",3,https://cookpad.com/id/resep/4472263-1-pesmol-ikan-kerapu,https://img-global.cpcdn.com/recipes/620313e874f9278a/680x482cq70/1-pesmol-ikan-kerapu-foto-resep-utama.jpg
.Sate Kambing,Bahan-bahan :--500 gr Daging kambing--Daun pepaya--Bumbu yang dihaluskan :--4 siung bamer--4 siung baput--2 cm jahe--1 sdt ketumbar--1/2 sdt lada bubuk--1/2 sdt Garam--1 sdm air asam jawa--Bahan sambel kecap :--Kecap manis sesuai selera (aku pake bango)--Cabe rawit--Bamer--Tomat--Jeruk limau--,"1. Cuci bersih daging kambing, potong"" kotak, bungkus didalam lapisan daun pepaya (30menit)--2.setelah 30 menit, keluarkan daging dr daun pepaya, campurkan dengan bumbu yang sudah dihaluskan, diamkan 15 menit--3. Susun daging pada tusuk sate kurlen 4-5 potong per tusuk--4. Bakar (bisa pakai arang / teflon)--5. Bolak balik sate hingga benar"" matang--6. Sajikan dengan sambal kecap--",6,https://cookpad.com/id/resep/4470066-sate-kambing,https://img-global.cpcdn.com/recipes/49ac24749ce7fee8/680x482cq70/sate-kambing-foto-resep-utama.jpg
Rabeg Kambing,1 kg daging kambing bagian paha beserta tulang--Bumbu halus--100 gr cabe--7 siung bawang putih--8 siung bawang mersh--7 butir kemiri--2 cm jahe--1 ruas kunyit--1/2 sdt klabet--1/2 sdt jinten--Bumbu lain--1 batang sereh--3 lembar daun salam--2 cm kayu manis--5 butir cengjeh--3 kapulaga hijau--5 sdm kecap manis--Garam--Gula--Pelengkap--Acar--Bawang goreng--,Tumis bumbu halus hingga harum. Masukan bumbu bumbu lain kecuali kecap.--Masukan daging kambing. Aduk sampai daging terbalut bumbu dan berubah warna--Pindahkan tumisan daging ke panci. Tambahkan air. Beri kecap gulz dan garam. Masak sampai daging empuk dan air tinggal sedikit--Sajikan dengan nasi dan pelebgkap--,6,https://cookpad.com/id/resep/4469170-rabeg-kambing,https://img-global.cpcdn.com/recipes/a221d3fea2d62b9d/680x482cq70/rabeg-kambing-foto-resep-utama.jpg
Gulai kambing,"500 gram daging kambing--Bumbu :--sesuai selera Santan--2 btng serai,memarkan--5 lembar Daun Salam,jeruk--sesuai selera Cabe--2 btr Cengkeh--Bumbu halus:--5 siung bawng merah--4 siung bwng putih--5 butir kemiri--2 cm kunyit--2 cm jahe--2 cm lengkuas--1 sdt ketumbar--Mrica,pala,garam,gula seckpnya--","Rebus dgng kambing dgn jahe krng lbh 20 menit lalu buang airnya,cc bersih--Tumis bumbu yg sudah dihaluskn,,masukn semua bahan Dan bumbu--Rebus sampe empuk--Terakhir masukn santan,tes rasa,,,--Sajikan dimangkok,yumm ✌️--",0,https://cookpad.com/id/resep/4467084-gulai-kambing,https://img-global.cpcdn.com/recipes/f3be83b00dcad5a0/680x482cq70/gulai-kambing-foto-resep-utama.jpg
Sayur tulang kambing,1.5 kg tulang sumsum kambing(direbus dahulu)agar bau amis hilang--Kacang panjang--Pepaya muda--10 buah Cabe rawit--2 buah Cabe merah besar--2 buah Cabe hijau besar--5 bawang putih--5 bawang merah--2 miri--Garam--1 bungkus masako--1/2 sendok makan Gula putih--Minyak goreng--Irisan potongan bawang merah 5 siung--Irisan potongan bawang putih 5 siung--Santan kelapa--,"Haluskan bawang merah 5 siung dan 5 bawang putih beserta cabe rawit dan miri.--Panaskan kompor ksh sedikit minyak goreng, masukkan irisan cabe besar merah, hijau serta bawang putih dan merah sampai setengah matang--Lalu masukkan cabe,miri,bawang merah dan bwang putih yg telah di haluskan,tumis sampai matang--Masukkan sedikit air pada tumisan tadi...lalu masukkan sayuran beserta tulang sumsum kambing yg sudah di rebus tadi--Terakhir masukkan santan, garam, 1bungkus masako, gula putih..tunggu sampai mendidih aduh terus agar santannya tidak pecah.--Matikan kompor...sayur tulang kambing siap di hidangkan--",1,https://cookpad.com/id/resep/4458778-sayur-tulang-kambing,https://img-global.cpcdn.com/recipes/f484a4b05bab5734/680x482cq70/sayur-tulang-kambing-foto-resep-utama.jpg
Sate Kambing,300 garam daging kambing--1/2 buah jeruk nipis--secukupnya kecap manis--bumbu kacang:--100 gram kacang tanah goreng--3 siung bawang merah--2 siung bawang putih--1 buah cabe merah besar--5 buah cabe rawit merah (sesuai selera)--2 butir kemiri--4 lembar daun jeruk--200 ml air--2 sdm kecap manis--2 sdm gula merah iris--secukupnya garam--bahan tambahan :--acar wortel timun bawang cabe rawit--bawang goreng--,"Potong daging kambing sesuai selera, beri perasan jeruk nipis, diamkan 10 menit, kemudian cuci bersih.. setelah itu tusukan daging pda tusuk sate--Buat bumbu kacang: 1. blender kacang tanah dengan air sampai halus. 2.haluskan bumbu (bawang cabe kemiri) tumis bumbu halus sampai harum. beri garam gula merah dan kecap.. aduk rata.. kemudian beri cairan kacang tanah.. aduk rata, koreksi rasa.. aduk terus agar tidak menggumpal... kekentalan saus kacang sesuai selera.. kemudian angkat.--Taruh dalam piring, saus kacang 3sdm dan kecap manis 3 sdm, aduk rata... baluri sate dengan bumbu ini sampai rata... kemudian bakar sampai matang...--Setelah matang sate disajikan demgan saus kacang, acar, bawang goreng, dan nasi/lontong.. nikmat satenya besar-besar.... 😁--",7,https://cookpad.com/id/resep/4462884-sate-kambing,https://img-global.cpcdn.com/recipes/f01bb5615d3923af/680x482cq70/sate-kambing-foto-resep-utama.jpg
Sop Kaki Kambing,"4 kaki kambing--2-3 buah kentang, potpng dadu besar--3-4 batang daun bawang, iris 2 cm--2-3 L air panas--2-3 sdm minyak utk menumis--Bumbu halus:--4 buah bawang merah--8 buah bawang putih--1 sdm garam--1 sdt lada bubuk--1/2 sdt pala bubuk--Bumbu lainnya:--5 buah cengkeh--4 buah kapulaga india--1 batang kayu manis--2 buah star anise--4 lembar salam koja (bay leaves)--","Bakar kaki kambing utk menghilangkan bulu2 halus dan baunya. Kerok sesekali lalu celupkan ke air panas mendidih. Lakukan hingga kaki benar2 bersih. Lalu potong2 sesuai selera.--Panaskan minyak, tumis bumbu halus hingga harum. Masukan air panas dan bumbu lainnya. Masak hingga mendidih.--Masukan kentang dan kaki kambing. Masak hingga kentang matang dan kaki kambing empuk.--Masukan sisa bahan. Masak 3-4 menit lalu matikan api. Sajikan hangat.--",9,https://cookpad.com/id/resep/4447258-sop-kaki-kambing,https://img-global.cpcdn.com/recipes/288ee0f94ce238f7/680x482cq70/sop-kaki-kambing-foto-resep-utama.jpg
Kari kambing ala bundo,"Daging kambing ½ kg, potong-potong, lumuri dengan sedikit bumbu halus dan biarkan 15 menit--10 siung bawang merah, iris halus--1 buah tomat, potong tipis--6 butir cengkeh--3 buah peka--5 buah kapulaga--9 siung bawang putih, iris halus--500 ml santan dari 1 butir kelapa (1,5 bungkus segitiga santan kemasan)--150 ml susu cair--500 ml air--3 ruas jari kayu manis--2 lembar daun jeruk purut buang tulangnya--10 lembar daun kari--1 sdt  Garam dan gula sedikit hanya untuk menambah rasa--secukupnya Minyak goreng--Bumbu halus:--1/2 sendok teh jinten, sangrai--1 sendok teh adas, sangrai--10 siung bawang merah--15 buah cabai merah--10 buah cabai rawit merah--6 siung bawang putih--1 sendok makan ketumbar, sangrai--2,5 cm/ 1 ruas jari  jahe--5 cm/ 2 ruas jari  kunyit (diameter kecil)--2,5 cm/ 1 ruas jari  lengkuas--","Tumis hingga harum bawang merah iris, bawang putih, kayu manis, cengkeh, peka, kapulaga kemudian masukkan bumbu halus, masukkan daun jeruk dan daun kari,--Masukkan daging kambing dan buah tomat, masak hingga daging kambing berubah warna dan keluar airnya--Tambahkan air, masak hingga setengah matang--Masukkan santan dan susu cair, masak hingga matang atau empuk.--Daging kari kambing siap dihidangkan bersama acar, roti pratha dan es thai tea.--",1,https://cookpad.com/id/resep/4376163-kari-kambing-ala-bundo,https://img-global.cpcdn.com/recipes/f916dcc03a9e8822/680x482cq70/kari-kambing-ala-bundo-foto-resep-utama.jpg
Tongseng kambing presto,250 gram iga kambing / daging kambing--200 gram kol--bumbu halus :--4 siung bawang merah--4 siung bawang putih--1 ruas kunyit bakar--3 buah kemiri sangrai--1 sdt ketumbar sangrai--1/2 sdt jinten--2 buah cabe merah besar--1 ruas jahe--bumbu tambahan:--4 lembar daun jeruk--2 batang sereh--1 ruas lengkuas--2 batang daun bawang--2 buah tomat--5 buah cabe rawit merah--2 sdm santan kara--secukupnya gula garam--,"Potong daging kambing sesuai selera, cuci bersih kemudian masukan ke panci presto.--Masukan bumbu halus yg sudah ditumis, tambahkan air, sampai daging kambing terendam semua... tambahkan daun jeruk, sereh, lengkuas, masak sesuai petunjuk panci presto.. (me: 20 menit dari keluar uap pertama)--Sambil menunggu, rajang halus daun bawang, belah 4 tomat, potong kasar kol, cairkan santan dengan 300ml air.--Setelah 20 menit, matikan kompor, tunggu sampai uap habis.--Buka tutup panci, beri santan, kol, daun bawang, dan tomat, cabe rawit sesuai selera, aduk rata.. beri gula garam.. koreksi rasa.. masak sampai mendidih.. angkat dan sajikan..--Beri taburan bawang goreng.. makan dengan nasi hangat... 😋😋--",9,https://cookpad.com/id/resep/4442026-tongseng-kambing-presto,https://img-global.cpcdn.com/recipes/4267e0078750b3c4/680x482cq70/tongseng-kambing-presto-foto-resep-utama.jpg
Telor dadar otak kambing,Otak kambing--2 butir telor ayam--Penyedap masako--3 siung Bawang merah--1 siung Bawang putih--Daun bawang secukupnnya--Cabe rawit 3 biji adanya--Garam--1 lembar Daun salam--Jahe kunyit seujung jari kelingking dikit aja--Minyak untuk numis--,Cuci otak. Kambing smpe bersih cuci semua bumbu--Geprek jahe kunyit dan campurkan ke otak kambing jgn lupa daun salam lalu kukus sekitar 15 menit kurg lbh--Bawang merah putih cabe daun bawang di iris ya ke mangkok lain campur semua bahan kecuali salam buang aja krna itu bekas kukusan aduk bersama telor otak kambing--Lalu goreng smpe. Kekuningan ya--Angkat tiriskan siap di santap pake nasi anget sedapp selamat mencoba--,1,https://cookpad.com/id/resep/4435937-telor-dadar-otak-kambing,https://img-global.cpcdn.com/recipes/6296c6755d789af6/680x482cq70/telor-dadar-otak-kambing-foto-resep-utama.jpg
Sate kambing siram sambal bawang kecap,"Bumbu daging--1 kg daging kambing--1,5 sdt ketumbar--1 bungkus royko--1 sdt gula--1,5 sdt bawang putih bubuk(3 siung bawang putih)--2 sdm minyak goreng--secukupnya Garam--secukupnya Kecap--Untuk kuah--3 siung bawang merah--6 buah cabe rawit--secukupnya Kecap--",Potong2 daging lalu masukkan bumbu daging...diamkan selama 1/2 jam--Tusuk2 sate--Lalu di bakar--Untuk kuah tinggal di potong2 saja bawang merah dan cabe rawit siramkan kecap sesui selera lalu di tekan2 degn sendok--,1,https://cookpad.com/id/resep/4415488-sate-kambing-siram-sambal-bawang-kecap,https://img-global.cpcdn.com/recipes/f85b8f4dc732a4a9/680x482cq70/sate-kambing-siram-sambal-bawang-kecap-foto-resep-utama.jpg
Gule kambing pedas #keto,500 gr iga kambing--250 gr daging kambing dengan lemak--Bumbu halus--3 cm Jahe--5 siung bawang putih--10 siung Bawang merah--1 sdm garan--4 cm kunyit (bakar)--3 butir cengkeh (sangrai)--2 buah pekak/kembang secang/star anis (sangrai)--4 butir kapulaga--1/2 sachet stevia (kalo suka)--1 st lada bubuk--kemiri (sangrai/goreng)--10 cabe merah keriting--15 cabe rawit setan (kalo suka)--Bahan tambahan--2-3 lembar daun jeruk--1 lembar daun kunyit (ikat)--2 batang serai--2-3 daun salam--2 sdm air Asam kandis--1 liter santan cair (1/2 sachet kara yg 65ml)--1 liter santan kental (1.5 sachet kara 65ml)--2 liter Air--secukupnya Minyak goreng--,"Rebus daging dan iga kambing dalam 1 liter air kalo mau empuk di presto 30 menit--Setelah empuk buang airnya u menghilangkan bau prengus, rebus lagi kambing dalam 1 liter air--Sambil menunggu daging kambing mendidih, panaskan minyak secukupnya, tumis bumbu halus, tambahkan daun jeruk, daun kunyit, daun salam + sereh masukan ke dalam rebusan daging--Setelah mendidih masukan santan cair, aduk2 sampai mendidih lagi biar santan tidak pecah, setelah mendidih dan bumbu meresap masukan santan kental aduk2 jangan sampai santan pecah sampai mendidih.. icip2 rasa tambah asam kandis jika di rasa sudah cukup matikan api--Gule kambing siap di hidangkan, tambah bawang goreng + kecap manis (kalo suka) +tomat + emping 😘 atau sesuai selera--",8,https://cookpad.com/id/resep/4410626-gule-kambing-pedas-keto,https://img-global.cpcdn.com/recipes/1c6316fb62441a5d/680x482cq70/gule-kambing-pedas-keto-foto-resep-utama.jpg
Soto babat kambing madura,"Jeroan kambing babat,usus campur--Bumbu halus ;--Bawang putih--Bawang merah--Merica--Bumbu yg di iris ;--Jahe--Lengkuas--Kunyit--Daun jeruk--Daun salam dan sereh sy gak pake karna lg kehabisan stok--Bahan pelengkap ;--Soun--Toge--Bawang daun dan seledri--Bawang putih dan merah goreng--Garam dan royco sapi--Sambel uleg--Jeruk nipis--","Bersihkan babat dan usus lalu rebus sampai empuk, lalu iris bumbu kemudian jahit pada benang, kemudian kupas bawang--Lalu tumis bumbu iris dan bumbu halus--Rebus air pada panci--Setelah bumbu sudah wangi lalu masukkan babat yg sudah diiris, ini trik saya agar babatnya gak bau--Kemudian masukkan bumbu dan babat pada panci yg airnya sudah mendidih lalu kasih garam dan royco sapi--Tes rasa, kemudian masukkan bawang daun seledri dan bawang goreng--Tata nasi lalu soun kemudian toge lalu kuah dan babatnya, siap dihidangkan, oya jangan lupa kasih jeruk nipis dan sambel ulek biar tambah nampoll--",6,https://cookpad.com/id/resep/4383415-soto-babat-kambing-madura,https://img-global.cpcdn.com/recipes/034ca9288ca4e2a2/680x482cq70/soto-babat-kambing-madura-foto-resep-utama.jpg
Oseng-oseng tulang kambing pedas,1 kilo tulang kambing yang sudah di potong kecil--2 siung bawang putih--5 siung bawang merah--1/4 cendok teh lada putih--8 buah cabe rawit atau sesuai selera--Minyak goreng--Kecap manis--Garam--,"Rebus tulang yang sudah di potong kecil selama 20mnt,sambil menunggu daging di tulang lunak,kita siapkan bumbunya--Bawang merah,bawang putih,cabe di haluskan setelah bumbu halus dan daging dalam tulang lunak kita sangrai bumbu yang sudah halus supaya menambah aroma,terus masukan tulang yang sudah di rebus aduk supaya bumbu merata,terus tuangkan kecap secukupnya--Setelah masak kita sajikan di atas piring lebar lalu taburi denga lada bubuk,selamat mencoba dan selamat menikmati--",2,https://cookpad.com/id/resep/4377616-oseng-oseng-tulang-kambing-pedas,https://img-global.cpcdn.com/recipes/fae2cbbe8d50e18d/680x482cq70/oseng-oseng-tulang-kambing-pedas-foto-resep-utama.jpg
